title,city,phone,website,reviews,rating,audit_status,audit_error,audit_body_len,audit_fbq_pixel,audit_gtag,audit_analytics_js,audit_schema_org,audit_local_business_schema,audit_lead_form,audit_whatsapp,audit_view_port_meta,score,reasons
Solid Steel Gym,Sahibzada Ajit Singh Nagar,,https://solidsteelgym.netlify.app/,77,5,200,,149998,False,True,False,False,False,False,True,True,4.5,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1) | established_77(+0.5)
Divya Yog Mandir,Panchkula,+91 93161 23090,https://healthservices.divyayoga.com/,62,4.8,200,,81861,False,False,True,False,False,True,True,False,4.5,partial_tracking(+1) | no_schema(+1) | not_responsive(+1) | no_local_schema(+1) | established_62(+0.5)
Trainwithpacific,Chandigarh,+91 97800 18388,http://trainwithpacific.com/,61,5,200,,149960,False,False,False,True,False,False,False,True,4.5,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1) | established_61(+0.5)
Total Fusion Club,"Zirakpur, Nagla",+91 82642 59155,https://tptalfusion.lovable.app/,50,4.7,200,,5174,False,False,False,True,False,False,False,True,4.5,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1) | established_50(+0.5)
"Lemon Tree Hotel, Chandigarh",Chandigarh,+91 172 442 3232,http://www.lemontreehotels.com/lemon-tree-hotel/chandigarh/hotel-chandigarh?utm_source=Google&utm_medium=GMB,4129,3.9,200,,149937,False,False,True,True,False,True,False,True,4,partial_tracking(+1) | no_local_schema(+1) | high_demand_4129(+2)
Burn Gym,Chandigarh,+91 98787 79672,https://www.burngym.com/,1084,4.6,200,,104346,True,True,True,True,False,True,False,True,4,tracking_ok(+1) | no_local_schema(+1) | high_demand_1084(+2)
Dr Manpreet's Physiotherapy and Wellness Clinic - Physiotherapist in Chandigarh,Chandigarh,+91 88726 12296,https://www.drmanpreetkaur.com/,874,5,200,,72481,False,True,True,True,False,True,True,True,4,partial_tracking(+1) | no_local_schema(+1) | high_demand_874(+2)
Yogabhyasa Studio,Chandigarh,+91 84271 60352,https://boroktimes.com/chandigarh-player-parbhakar-yoga-artist-won-14-madles-in-different-sports-senior-national-championships/,538,5,200,,149988,False,True,True,True,False,True,False,True,4,partial_tracking(+1) | no_local_schema(+1) | high_demand_538(+2)
Burn Gym | Best Gym in Zirakpur | Premium Fitness | Burn Gym Ambala Road,Zirakpur,+91 83606 03201,https://burngym.com/,513,4.8,200,,104346,True,True,True,True,False,True,False,True,4,tracking_ok(+1) | no_local_schema(+1) | high_demand_513(+2)
Elevate Wellness Club - Best Gym in Mohali,Sahibzada Ajit Singh Nagar,+91 172 500 4122,https://true-elevate.com/,505,4.6,200,,149976,True,True,True,True,False,True,True,True,4,tracking_ok(+1) | no_local_schema(+1) | high_demand_505(+2)
Dansation Dance Studio,Sahibzada Ajit Singh Nagar,+91 98888 92718,https://dansation.in/,244,4.9,200,,149992,False,True,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_244(+1)
Tritam Moksha Spa,Chandigarh,+91 98784 09429,https://tritammoksha.in/,234,4.7,200,,110412,False,True,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_234(+1)
Fitness 7 Gym Chain,Sahibzada Ajit Singh Nagar,+91 96462 08707,https://sonusingh.in/best-gym-in-sector-68-mohali/,230,4.9,200,,137229,False,True,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_230(+1)
The Kings Academy of Martial Arts,Chandigarh,+91 97800 55644,https://mmagymchd.com/,227,4.9,200,,149996,False,True,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_227(+1)
Fitway Gym,Sahibzada Ajit Singh Nagar,+91 62396 13249,http://fitwaygym.in/,220,4.9,200,,126930,False,True,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_220(+1)
Fit & Fly Premium Fitness Club,Sahibzada Ajit Singh Nagar,+91 70368 00786,https://fitandflyclubs.com/,220,4.6,200,,149996,True,False,False,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_220(+1)
Neo Spartan Fitness | Gym in Chandigarh | Fitness Center & Personal Trainer,Chandigarh,+91 81949 67484,https://neospartan.in/,209,4.6,200,,68711,False,False,False,True,False,True,True,True,4,NO_TRACKING(+2) | no_local_schema(+1) | proven_209(+1)
Step2Step Dance Studio,Sahibzada Ajit Singh Nagar,+91 98881 37158,https://www.s2sdancestudio.com/,200,4.5,200,,150000,False,True,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_200(+1)
Santushti Yoga Lounge by Rohan,Chandigarh,+91 98726 24884,https://santushtibylavleen.com/yoga-classes-chandigarh,183,5,200,,149996,True,False,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_183(+1)
Anytime Fitness,Zirakpur,+91 98882 11103,https://www.anytimefitness.co.in/gyms/in-1135/zirakpur-punjab-140603/,180,4.3,200,,149943,False,False,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_180(+1)
"HUSL The Fitness Club, Panchkula",Panchkula,+91 70877 07878,http://huslfitness.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11424423271647889709,171,4.7,200,,149980,False,False,False,True,True,False,False,True,4,NO_TRACKING(+2) | no_form(+1) | proven_171(+1)
HYPE THE GYM ZIRAKPUR,Zirakpur,+91 99995 01352,http://hypethegym.com/,167,4.4,200,,54590,False,True,True,False,False,True,False,True,4,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | proven_167(+1)
Diet Club,Panchkula,+91 98760 02929,https://dietclub.in/,145,5,200,,19899,False,True,True,False,False,True,True,True,4,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | proven_145(+1)
Thirkan Lalit Kkala Kendraa | Dance Classes in Mohali,Sahibzada Ajit Singh Nagar,+91 98551 12300,https://www.thirkanmohali.com/,134,4.9,200,,149848,False,False,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_134(+1)
Art of Living Yoga and Meditation Center(Happiness Program),Sahibzada Ajit Singh Nagar,+91 80545 00840,https://www.artofliving.org/in-en,126,5,200,,149816,False,False,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_126(+1)
VAULT By Virat Kohli (Panchkula),Panchkula,+91 91151 43355,https://vaultbyviratkohli.com/,122,4.8,200,,149990,True,True,False,False,False,True,True,True,4,tracking_ok(+1) | no_schema(+1) | no_local_schema(+1) | proven_122(+1)
Divine Soul Yoga,Chandigarh,+91 93892 53652,http://www.divinesoulyoga.com/,121,5,200,,149958,False,True,True,True,False,False,True,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_121(+1)
"Dr Vibha Ojas Fitness Clinic & Educational Centre | PCOD, Thyroid & Fat Loss Expert",Panchkula,+91 94643 23817,http://www.drvibhaojas.in/,118,4.9,200,,149996,False,True,True,False,False,True,True,True,4,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | proven_118(+1)
"Yoga Trans by Shveta Sharma, Since 2013 (Offline & Online classes)",Fatehpur,+91 94649 72493,http://yogatrans.org/,116,5,200,,143981,True,False,False,False,False,True,True,True,4,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | proven_116(+1)
Vault By Virat Kohli Chandigarh,Chandigarh,+91 97790 01444,https://www.vaultbyviratkohli.com/,114,4.8,200,,149990,True,True,False,False,False,True,True,True,4,tracking_ok(+1) | no_schema(+1) | no_local_schema(+1) | proven_114(+1)
Country Club,Chandigarh,+91 172 417 2046,https://www.countryclubindia.net/,107,3,200,,10990,False,True,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_107(+1)
VZN Fitness,Chandigarh,+91 85568 64571,https://vznfitness.com/,101,4.9,200,,149997,False,True,True,True,False,False,False,True,4,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | proven_101(+1)
BMS (BODY MIND SOUL)Goodlife wellness club,"Mohali, Zirakpur",+91 90230 73616,https://famliya.com/blogs/the-best-free-learning-pod-community-platform-for-live-classes-in-2026,48,5,200,,8980,True,True,True,False,False,False,False,True,4,tracking_ok(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Fitness Physique First,,+91 98779 23728,https://followmysite.com/fitness,47,5,200,,149981,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Deep Fitness,Zirakpur,+91 99140 99194,https://thedeepfitness.in/,46,5,200,,149997,False,False,False,True,False,False,True,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
Yoga In Nerves,Chandigarh,+91 70180 19553,https://yogainnerves.exlyapp.com/,45,5,200,,15850,False,False,True,False,False,False,True,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Empower Aura (Aerial Yoga & Divine Energy),Sahibzada Ajit Singh Nagar,+91 62830 53915,http://www.empoweraura.com/,44,4.7,200,,49683,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Shiv.N Success Boxing Academy,Chandigarh,+91 79735 78005,http://shivnsuccess.netlify.app/,44,5,200,,68124,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Athletiq Hybrid Gym,Zirakpur,+91 78371 00333,https://athletiqgyms.in/,44,4.2,200,,32079,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Divya Yoga,Sahibzada Ajit Singh Nagar,+91 98774 57243,https://divyayogainstructor.in/,40,4.9,200,,150000,False,False,False,True,False,False,True,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
Victory Fitness Gym,"Bhabat, Zirakpur",+91 75270 43733,https://victoryfitness.co.in/,39,4.9,200,,32079,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
UR Fitness Personalised,Chandigarh,+91 98727 03007,https://urfitnesspersonalised.com/,36,4.9,200,,149964,True,True,True,False,False,False,False,True,4,tracking_ok(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
YogYatra With Urvashi,Panchkula,+91 84272 84083,http://www.yogyatrawithurvashi.in/,35,5,200,,149958,False,False,False,True,False,False,False,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
"Pro Ultimate Gyms - Sector 20, Panchkula",Panchkula,,https://www.proultimategyms.in/,33,5,200,,149997,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
The Little Gym of Chandigarh,Chandigarh,+91 81466 69894,http://www.thelittlegym.in/,31,4.9,200,,149980,False,False,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Fitness Continues,"Nayagaon, Sahibzada Ajit Singh Nagar",+91 99887 77547,https://fitness-continues.business.site/?utm_source=gmb&utm_medium=referral,30,5,404,http_404,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_404(-2)
"The Pilates Studio , Chandigarh",Chandigarh,+91 70094 61035,http://www.pilatesaltitude.com/,30,4.8,200,,119831,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Yogkoshal,Chandigarh,+91 94784 43144,https://yogkoshal.grexa.site/,29,5,200,,150000,False,True,True,False,False,False,True,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Aman health club,Sahibzada Ajit Singh Nagar,,http://www.mahabalishera.com/,29,4.7,404,http_404,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_404(-2)
RK Fitness,Chandigarh,+91 98146 67274,https://rkfitnessgyms.vercel.app/,24,4.5,200,,92102,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
IISER Mohali Gym,Sahibzada Ajit Singh Nagar,,http://www.iisermohali.ac.in/,24,4,200,,140203,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
The Quads Fitness Gym,Chandigarh,+91 75088 64945,https://thequadsfitness.com/,22,4.4,200,,5632,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Amaira Spa & Health Club - Hyatt Regency,Chandigarh,+91 172 440 1290,https://www.hyatt.com/en-US/hotel/india/hyatt-regency-chandigarh/ixchr/area-attractions?src=gplaces_amairaspa,22,4.2,403,http_403,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_403(-2)
Shaleen Yoga I Private Yoga Classes I Yoga at home l Home Tuition,Panchkula,+91 75080 78603,https://shaleenyoga.com/shaleen-yoga/,21,4.8,404,http_404,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_404(-2)
Fitness club,Sahibzada Ajit Singh Nagar,,http://www.foreverliving.com/,18,4.9,200,,54600,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
"Pro Ultimate Gyms - Sector 40 B, Chandigarh",Chandigarh,+91 95226 00040,https://www.proultimategyms.in/,16,4.8,200,,149997,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
MOHALI FITNESS CENTER,Sahibzada Ajit Singh Nagar,+91 98759 44424,https://mohaliclub.net/,13,4.5,200,,49481,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Health N Wellness,,+91 1762 420 939,http://www.healthnwellness.in/,10,5,522,http_522,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_522(-2)
Shaptkon yog,Sahibzada Ajit Singh Nagar,+91 97800 00238,https://shaptkonyog.in/,9,5,200,,120755,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Yoga Mind Body,Panchkula,+91 94631 25184,https://yogamindbody.in/,9,5,200,,36829,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
HIIT GROUP,Chandigarh,+91 84488 11903,https://www.hiitgroup.co.in/,6,5,200,,137433,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
GetFitByKD,Sahibzada Ajit Singh Nagar,,https://getfitbykd.urbanpro.com/,6,5,200,,150000,False,False,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
"Shri balaji Complex,SCO 21-22,Dhakoli,Zirakpur",Zirakpur,,https://merepanditji.com/,5,2.6,200,,149991,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
IVT Oxy Health and Wellness Centre CGA Golf Range,Chandigarh,,https://ivtindia.com/,4,5,200,,149648,False,True,False,False,False,False,True,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Personal Yoga Home Classes Panchkula,Panchkula,+91 96578 40974,https://personal-yoga-home.grexa.site/,3,5,200,,131440,False,True,True,False,False,False,True,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Aliine By Ageology,Chandigarh,+91 99151 76220,https://www.aliine.in/?utm_source=local&utm_medium=gbp&utm_campaign=aliine,2,5,200,,149993,False,True,True,False,False,False,False,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
Chandigarh Wellness Centre,Chandigarh,+91 172 263 0692,https://visualize.data.gov.in/?inst=8eede3a2-1652-49eb-bd7f-48ae3ea7a11e,2,5,200,,117748,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
Syndicate Gym Industries | Gym equipment manufacturer Chandigarh,Chandigarh,+91 93169 70498,http://www.gymmanufacturer.com/,1,5,200,,89677,False,False,False,False,False,True,False,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
eagle fitness gym,Zirakpur,,https://eagle-fitness-gym.grexa.site/,1,5,200,,129945,False,True,True,False,False,False,True,True,4,partial_tracking(+1) | no_schema(+1) | no_form(+1) | no_local_schema(+1)
YogaFI,"Chandigarh, Sukteri",,http://www.yogafi.org/,,,404,http_404,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_404(-2)
GLOBAL GYM FACTORY,Chandigarh,+91 85578 83309,http://www.speedfitness.co.in/,,,200,,128617,False,False,False,False,False,True,True,True,4,NO_TRACKING(+2) | no_schema(+1) | no_local_schema(+1)
TheDetoxYoga,Chandigarh,,https://thedetoxyoga.com/,,,200,,149992,False,False,False,True,False,False,False,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
Prakritik Chikitsa And Jeevan Kendra,Chandigarh,+91 172 277 0976,http://www.centralgandhismaraknidhi.org/,,,200,,149974,False,False,False,True,False,False,False,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
Amigos Mixed Martial Arts Academy,Sahibzada Ajit Singh Nagar,,https://www.amigosbjjmma.com/,,,404,http_404,,,,,,,,,,4,NO_TRACKING(+2) | no_schema(+1) | no_form(+1) | not_responsive(+1) | no_local_schema(+1) | site_down_404(-2)
CoachAmarsh,Panchkula,+91 93177 04579,https://coachamarsh.com/,,,200,,145910,False,False,False,True,False,False,True,True,4,NO_TRACKING(+2) | no_form(+1) | no_local_schema(+1)
ALPHA ZONE GYM,Sahibzada Ajit Singh Nagar,+91 97793 33155,https://alphazonegym.in/,94,4.8,200,,109113,False,False,False,True,False,True,True,True,3.5,NO_TRACKING(+2) | no_local_schema(+1) | established_94(+0.5)
Yogoda Satsanga Dhyana Kendra - Chandigarh,Chandigarh,+91 94631 24539,https://chandigarh.ysskendra.org/,90,4.8,200,,53257,False,False,True,False,False,True,False,True,3.5,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | established_90(+0.5)
Birth & Beyond,Chandigarh,+91 98148 07988,https://birthnbeyond.co.in/,88,5,200,,112726,False,True,True,True,False,False,False,True,3.5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | established_88(+0.5)
YOGA SE HOGA,Sahibzada Ajit Singh Nagar,+91 82849 55418,https://yogasehoga.net/,66,4.9,200,,32104,False,True,True,False,False,True,False,True,3.5,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1) | established_66(+0.5)
Anytime Fitness,Panchkula,+91 63999 00075,https://www.anytimefitness.co.in/gyms/in-1224/panchkula-haryana-134116/,65,4.3,200,,149943,False,False,True,True,False,False,False,True,3.5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | established_65(+0.5)
Fitness by Soma (Women Fitness Studio),Sahibzada Ajit Singh Nagar,+91 79739 29088,https://www.fitnessbysoma.com/,61,5,200,,149997,True,False,False,True,False,False,False,True,3.5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | established_61(+0.5)
Adhere To Fit - Professional personal trainer in chandigarh,Chandigarh,+91 98766 12001,https://adheretofit.com/,56,5,200,,146562,False,False,False,True,False,True,True,True,3.5,NO_TRACKING(+2) | no_local_schema(+1) | established_56(+0.5)
Yoga By Bharat,Panchkula,+91 98881 89095,https://www.yogabybharat.com/,54,4.9,200,,129298,False,True,True,True,False,False,True,True,3.5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | established_54(+0.5)
"Anytime Fitness TDI Park Street, Mohali",Sahibzada Ajit Singh Nagar,+91 92500 00410,https://www.anytimefitness.co.in/gyms/in-1160/mohali-punjab-140301/,51,3.9,200,,149943,False,False,True,True,False,False,False,True,3.5,partial_tracking(+1) | no_form(+1) | no_local_schema(+1) | established_51(+0.5)
"Burn Gym, sector 8 ,Panchkula",Panchkula,+91 172 502 8028,https://www.burngym.com/panchkula-gym-sector8,1384,4.7,200,,76773,True,True,True,True,True,True,False,True,3,tracking_ok(+1) | high_demand_1384(+2)
Burn Gym Phase 5 Mohali | Best Gym in Mohali | Premium Fitness,Sahibzada Ajit Singh Nagar,+91 172 500 8988,https://www.burngym.com/mohali-gym-phase5,1356,4.6,200,,76909,True,True,True,True,True,True,False,True,3,tracking_ok(+1) | high_demand_1356(+2)
Burn Gym Phase 9 Mohali | Best Gym in Mohali | Premium Fitness,Sahibzada Ajit Singh Nagar,+91 172 501 0106,https://www.burngym.com/mohali-gym-phase9,1088,4.7,200,,77416,True,True,True,True,True,True,False,True,3,tracking_ok(+1) | high_demand_1088(+2)
Oxizone Fitness & Spa,Chandigarh,+91 90410 33777,https://www.oxizonefitness.com/,707,4.4,200,,149994,False,True,True,True,True,True,True,True,3,partial_tracking(+1) | high_demand_707(+2)
Oxizone Fitness & Spa - Gym In Mohali,Sahibzada Ajit Singh Nagar,+91 172 353 4942,https://www.oxizonefitness.com/,564,4.5,200,,149994,False,True,True,True,True,True,True,True,3,partial_tracking(+1) | high_demand_564(+2)
Elevate Wellness Club - Best Gym in Zirakpur,"Zirakpur, Chandigarh",+91 85588 25250,https://true-elevate.com/,344,4.5,200,,149976,True,True,True,True,False,True,True,True,3,tracking_ok(+1) | no_local_schema(+1) | proven_344(+1)
Elevate - Best gym in Peer muchalla,"Zirakpur, Kishanpura",+91 97215 00038,https://true-elevate.com/,296,4.6,200,,149976,True,True,True,True,False,True,True,True,3,tracking_ok(+1) | no_local_schema(+1) | proven_296(+1)
Fitness Matters,Chandigarh,+91 98880 28021,https://www.fitnessmatters.org/,241,4.8,200,,149983,True,True,True,True,False,True,True,True,3,tracking_ok(+1) | no_local_schema(+1) | proven_241(+1)
Hox Fitness,Chandigarh,+91 70873 20007,http://hoxfitness.com/,163,4.4,200,,109008,True,True,True,True,False,True,False,True,3,tracking_ok(+1) | no_local_schema(+1) | proven_163(+1)
Elevate - Best Gym in Panchkula,Panchkula,+91 97500 00629,https://true-elevate.com/,149,4.6,200,,149976,True,True,True,True,False,True,True,True,3,tracking_ok(+1) | no_local_schema(+1) | proven_149(+1)
Maharishi Yoga Health Foundation,Chandigarh,+91 98884 66604,https://maharishiyoga.in/,49,4.8,200,,149985,False,True,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
AVG Healthcare ( HEALTH VITALS PVT. LTD ),Chandigarh,+91 95011 06343,https://www.avghealthcare.com/,39,4.9,200,,27599,False,True,True,True,False,False,False,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
BTF Gym Chandigarh,Chandigarh,+91 77195 60422,https://boxtofit.in/,35,4.7,200,,104276,False,True,True,True,False,False,False,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
"OZMO Slimming Studio Mohali – Personalised Gym, Yoga, Zumba, Diet Plans & Weight Loss Studio",Sahibzada Ajit Singh Nagar,+91 99155 76363,http://www.ozmoslimmingstudio.com/,34,5,200,,116454,False,False,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Kalyankari Yoga Studio,Chandigarh,+91 6284 684 772,https://kalyankariyogastudio.com/,33,4.9,200,,149908,False,False,False,True,False,True,True,True,3,NO_TRACKING(+2) | no_local_schema(+1)
Getfitwithraju,"Zirakpur, Kishanpura",,https://www.getfitwithraju.com/,32,5,200,,149852,False,False,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Breathe and Heal - Zirakpur,Zirakpur,+91 96467 28007,https://breathe-and-heal.localo.site/,28,5,200,,51199,False,False,False,True,True,False,False,True,3,NO_TRACKING(+2) | no_form(+1)
Anant Yogalaya Peer Muchalla (Zirakpur),"Zirakpur, Sanauli",,https://www.anantyogalaya.yoga/,25,5,200,,149893,False,True,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
HEAL With Ravneett K,Sahibzada Ajit Singh Nagar,+91 82888 89575,https://www.ravneettk.com/,23,5,200,,149986,False,False,False,True,False,True,False,True,3,NO_TRACKING(+2) | no_local_schema(+1)
Shashvat Ayurveda Clinic and Panchkarma Centre Chandigarh,Chandigarh,+91 90560 44427,https://shashvatayurveda.com/,19,4.8,200,,149998,False,True,True,False,False,True,True,True,3,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1)
HEALTHY LIFESTYLE CLINIC,Panchkula,+91 94633 91429,https://www.eka.care/doctor/dr-pratibha-jindal-dietitian-nutritionist-panchkula?utm_source=gmb&utm_medium=website&utm_campaign=032023,18,4.9,200,,149927,False,False,True,True,False,False,False,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
"Self defense and fitness , martial art center","Zirakpur Chandigarh, Zirakpur",+91 98882 43637,http://shastrang.com/,11,4.5,200,,118936,False,True,True,False,False,True,True,True,3,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1)
Heavenly touch,Chandigarh,+91 98963 04255,https://heavenlytouchspa.in/,5,5,200,,58499,False,False,False,True,False,True,True,True,3,NO_TRACKING(+2) | no_local_schema(+1)
Match Point Lawn Tennis Academy,Sahibzada Ajit Singh Nagar,+91 97805 84171,https://tenniskhelo.com/academy/match-point-lawn-tennis-academy-chandigarh-chandigarh,3,5,200,,123161,True,True,True,True,True,False,False,False,3,tracking_ok(+1) | no_form(+1) | not_responsive(+1)
Plexus Yoga | Home Classes,Chandigarh,,https://www.plexusyoga.in/,2,5,200,,82527,False,True,True,False,False,True,True,True,3,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1)
Solis Wellness Center,Sahibzada Ajit Singh Nagar,,https://divinesoulyoga.com/,1,5,200,,149958,False,True,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Art of Living Meditation Centre,Sahibzada Ajit Singh Nagar,+91 98884 39044,https://www.artofliving.org/in-en/sahaj-samadhi,1,5,200,,149800,False,False,True,True,False,False,False,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
"Tutor and You (Best Fitness and Yoga Trainers | Personal Trainers in Chandigarh, Mohali, Panchkula)",,+91 98153 03979,https://tutorandyou.com/,,,200,,149994,False,True,True,False,False,True,True,True,3,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1)
Muscle Pro-fit Fitness & Gym,Chandigarh,,https://muscleprofit.com/,,,200,,149988,True,False,True,True,False,False,False,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Anant yogalaya Panchkula,Panchkula,,http://www.anantyogalaya.yoga/,,,200,,149893,False,True,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Aastha yoga online classes,"Chandigarh, Zirakpur",,https://mybusinessinfo.website/Aastha-Yoga-Online-Classes,,,200,,150000,False,True,True,False,False,True,True,True,3,partial_tracking(+1) | no_schema(+1) | no_local_schema(+1)
Shreem Aura,"Bir Chhat, Zirakpur",+91 76962 01555,https://shreemaura.org/,,,200,,149947,False,False,True,True,False,False,True,True,3,partial_tracking(+1) | no_form(+1) | no_local_schema(+1)
Rock 'n' Roll Dance Modeling Acting Academy Chandigarh,Chandigarh,+91 98889 99989,https://www.rocknrollchandigarh.com/,85,5,200,,149988,False,True,True,True,False,True,True,True,2.5,partial_tracking(+1) | no_local_schema(+1) | established_85(+0.5)
