title,category,city,postal,state,address,phone,website,rating,reviews,claimed,categories,placeId,lat,lng,imagesCount,_reason
HEAL With Ravneett K,Yoga studio,Sahibzada Ajit Singh Nagar,160071,Punjab,"5th Floor, Office suites Jubilee Walk Mall, 551, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",+91 82888 89575,https://www.ravneettk.com/,5,23,False,"['Yoga studio', 'Counselor', 'Health counselor', 'Health spa', 'Life coach', 'Meditation center', 'Psychologist', 'Wellness center', 'Reiki therapist']",ChIJVzqV6HjxDzkRzOFbH-LdD9I,30.698538,76.709099,5,primary_cat
Divya Yoga,Yoga studio,Sahibzada Ajit Singh Nagar,140308,Punjab,"House no, 2271, Sector 89, Lakhnaur, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 98774 57243,https://divyayogainstructor.in/,4.9,40,False,"['Yoga studio', 'Bikram yoga studio', 'Pilates studio', 'Yoga retreat center', 'Yoga instructor']",ChIJd20szwfvDzkRWRGTcUxempo,30.6929782,76.684848,39,primary_cat
Studio Samyama,Yoga studio,Sahibzada Ajit Singh Nagar,160059,Punjab,"House No 1134, Second Floor, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 98889 99939,,4.6,20,False,['Yoga studio'],ChIJI48btGnvDzkRQX8yxHjf4L4,30.7140239,76.7149441,73,primary_cat
Krishna Wellness and Healthcare,Yoga studio,Sahibzada Ajit Singh Nagar,160062,Punjab,"3488, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160062, India",,https://krishna-wellness-qwodwf6.gamma.site/,5,13,False,"['Yoga studio', 'Mediation service', 'Nutritionist', 'Wellness program']",ChIJ_R4TMlXvDzkRBU_E0X8oUJ0,30.6927028,76.7125315,10,primary_cat
The Rey: Fitness and dance studio,Fitness center,Sahibzada Ajit Singh Nagar,140307,Punjab,"Sco 31, Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",+91 63505 28949,,5,39,False,['Fitness center'],ChIJI7PplwPvDzkRseVf1n5jgR8,30.6990135,76.6807378,9,primary_cat
Ignite Fitness,Fitness center,Sahibzada Ajit Singh Nagar,140307,Punjab,"SCO 53, Sector 91 Rd, near JLPL, Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",+91 80000 02467,,4.7,42,False,"['Fitness center', 'Gym']",ChIJAxxcJGzvDzkRwsXIsyvXvao,30.6992883,76.6790524,8,primary_cat
ANAATHAE Yog,Yoga studio,Sahibzada Ajit Singh Nagar,160055,Punjab,"tdi city, 708E, near wellington Heights, Sector 117, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 76969 43769,,5,26,False,['Yoga studio'],ChIJR6kCTwDvDzkRNrDw91VSnuU,30.7236461,76.6783098,24,primary_cat
Oceans7 Fitness Gym,Gym,Sahibzada Ajit Singh Nagar,140307,Punjab,"MMXH+JH5, SCO 48, Sector 91 Rd, Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",+91 82849 44091,https://www.oceans7.co.in/,2.9,17,False,"['Gym', 'Fitness center', 'Personal trainer', 'Weight loss service', ""Women's personal trainer""]",ChIJdV52sWTvDzkRQQQQwh54BwI,30.6990842,76.6791391,123,primary_cat
The Warrior Gym,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"Sector 89, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 70873 20336,,5,29,False,['Gym'],ChIJBzgqyYnvDzkRfDfPvOTqD3A,30.6871235,76.6868516,30,primary_cat
Meet Singh Fitness,Personal trainer,Chandigarh,160047,Chandigarh,"2969, housing board flats, Sector 49 D, Sector 49, Chandigarh, 160047, India",+91 73558 58095,https://www.krfitnessstudio.in/,5,13,False,"['Personal trainer', 'Fitness center']",ChIJv1pawL3tDzkRqS3yKVRYhys,30.6920619,76.7485654,2,primary_cat
The Mohali Club,Gym,Sahibzada Ajit Singh Nagar,160062,Punjab,"Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 98759 44401,http://www.mohaliclub.net/,4.5,3669,False,"['Gym', 'Banquet hall', 'Club', 'Restaurant', 'Swim club']",ChIJv0lslhHsDzkR29eqxWm4cXE,30.6850541,76.7505869,1560,primary_cat
Pro Ultimate Gyms - Bestech,Gym,Sahibzada Ajit Singh Nagar,160062,Punjab,"PLOT NO 602, 2nd floor, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 94905 70001,https://www.facebook.com/proultimategyms,4.8,988,False,['Gym'],ChIJzdcg2FjtDzkRP6FhiY2gO8U,30.6764956,76.738498,102,primary_cat
Prana Nutrition & yoga center,Yoga studio,Sahibzada Ajit Singh Nagar,160062,Punjab,"Sco -47, second floor, Phase 10, Sahibzada Ajit Singh Nagar, Punjab 160062, India",,,5,21,False,"['Yoga studio', 'Health consultant', 'Weight loss service', 'Yoga instructor']",ChIJOQs_nDXtDzkRt6ZWE-qp9G8,30.6864441,76.738538,12,primary_cat
Mohali Golf Range,Gym,Sahibzada Ajit Singh Nagar,160062,Punjab,"International Airport Road, 480, Jagatpura Bypass Rd, opp. Mohali Club, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 172 221 1207,,4.3,1104,False,"['Gym', 'Golf club', 'Golf course', 'Golf driving range']",ChIJUxQ5uw3sDzkRgnKW86qYO_o,30.6824389,76.7533985,1033,primary_cat
SOOD GYM Landran,Gym,"Landran, Sahibzada Ajit Singh Nagar",140307,Punjab,"opposite Johnson Tiles, JLPL Sector 94, Landran, Sahibzada Ajit Singh Nagar, Punjab 140307, India",+91 95699 11900,,4.9,472,False,['Gym'],ChIJGdP02UnuDzkRmP2OWa4utc0,30.6926189,76.6685069,704,primary_cat
Fit&Lit Fitness,Gym,Sahibzada Ajit Singh Nagar,160062,Punjab,"SCF 116 & 117, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 97811 34801,,4.6,60,False,['Gym'],ChIJLXK6xP3vDzkR_RRF-kC8b-I,30.7029208,76.7268802,26,primary_cat
Fitx Pro Fitness - 3b2 Mohali,Gym,Sahibzada Ajit Singh Nagar,160059,Punjab,"2nd & 3rd Floor, SCO 89 & 90, Phase 3B2, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 97686 00094,,4.6,92,False,['Gym'],ChIJJRNtP1bvDzkRC1CxEEhvg8A,30.7095592,76.7212102,25,primary_cat
Hunk's Mania fitness,Gym,Sahibzada Ajit Singh Nagar,160062,Punjab,"Phase 7, Scf-52, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 78883 32175,,4.6,211,False,"['Gym', 'Fitness center']",ChIJVZzInFnuDzkRs-py3AZO8EA,30.7051674,76.7251267,55,primary_cat
FOREVER FITNESS,Gym,Sahibzada Ajit Singh Nagar,160059,Punjab,"SCF 4, Phase 3B2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 62805 07660,https://www.instagram.com/f2foreverfitness?igsh=b3QzcDZxcDQzZzg=&utm_source=qr,4.7,85,False,['Gym'],ChIJG91ojo7vDzkRWWXzSeFa3nk,30.7135,76.7181612,31,primary_cat
The STF Cult,Gym,Sahibzada Ajit Singh Nagar,160059,Punjab,"SCF 23-24, Phase 3B-1, Phase 3B-2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 62832 12020,,4.7,222,False,['Gym'],ChIJNXEA0InuDzkRmAbe-7xjX8s,30.7128054,76.7182425,44,primary_cat
PRO ULTIMATE GYMS PHASE 2,Gym,Sahibzada Ajit Singh Nagar,160055,Punjab,"SCO 81-82, Phase 2, Sector 54, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 94245 40009,https://proultimategyms.in/phase-2/,4.9,942,False,['Gym'],ChIJET8jtWrvDzkRlwJfMmJ4lHE,30.7216681,76.7297624,102,primary_cat
Iron Zone Fitness Hub,Gym,Chandigarh,160047,Chandigarh,"Iron zone gym, s c o -76, Sector 47 D, Sector 47, Chandigarh, 160047, India",+91 95011 61166,,4.3,68,False,['Gym'],ChIJO98WG6DtDzkRjZWduCKQ8h8,30.6962034,76.768027,6,primary_cat
Clan Fitness,Fitness center,Sahibzada Ajit Singh Nagar,160059,Punjab,"2nd Floor, Scf 27, near Astoria Hotel, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 77195 34367,,5,75,False,"['Fitness center', 'Health consultant', 'Medical clinic', 'Nutritionist', 'Personal trainer', 'Weight loss service']",ChIJN8fKufPvDzkRJvIl8hw__8o,30.7180145,76.7142935,48,primary_cat
Universal Fitness Centre,Gym,"Nagar, Sahibzada Ajit Singh Nagar",160059,Punjab,"SCF 97/1-2, Near Chawla Chowk, Phase 3B-2, Sector 60, Sahibzada Ajit Singh, Nagar, Punjab 160059, India",+91 98771 64092,,4.2,12,True,['Gym'],ChIJ117BWRLvDzkRkEnVN6ChPkw,30.7089211,76.7225136,3,primary_cat
Rashmi Wellness Club,Weight loss service,Sahibzada Ajit Singh Nagar,160059,Punjab,"First Floor, 3-5, HM -65, Phase Lights, near Main Road, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 73928 33333,,4.7,28,False,"['Weight loss service', 'Dietitian']",ChIJQXDfzDLvDzkRvrYkhCj7AMw,30.7129146,76.7191816,25,primary_cat
Aagaaz Kala Kendra School Of Music,Yoga studio,Sahibzada Ajit Singh Nagar,160062,Punjab,"Level-3, SCF-117, near Axis Bank - Mohali, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 78376 79456,,5,125,False,"['Yoga studio', 'Dance school', 'Musical instrument store', 'Music school']",ChIJqWKMHhfvDzkR-3sI2cFI36g,30.7024669,76.7272042,35,primary_cat
Deep Jyoti Yoga,Yoga studio,Sahibzada Ajit Singh Nagar,160062,Punjab,"YPS Chowk, Mohali 7 Phase, Sector 62, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 76268 03262,,,,False,['Yoga studio'],ChIJUVUhiTvvDzkR9bTdYPj4ZLA,30.7047313,76.7340474,1,primary_cat
Sona Gym & Spa,Gym,Sahibzada Ajit Singh Nagar,160071,Punjab,"Top Floor, SCO 672, above Federal Bank, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",+91 98888 91318,https://sonagymspa.in/,4.8,250,False,"['Gym', 'Aerobics instructor', 'Fitness center', 'Health and beauty shop', 'Health consultant', ""Women's health clinic"", 'Physical fitness program', 'Weight loss service', 'Weightlifting area', ""Women's personal trainer""]",ChIJ5QCdMpfuDzkRqZnx5-Bep_k,30.6953545,76.7181104,47,primary_cat
Power Zone,Fitness center,Sahibzada Ajit Singh Nagar,140308,Punjab,"Wave Estate, SCO 13, Sector 85, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 70092 72487,,5,23,False,"['Fitness center', 'Gym', 'Gymnasium school', 'Health consultant', 'Weight loss service', 'Weightlifting area', 'Wellness center']",ChIJx8Anj6TuDzkRf498mam8Lfw,30.663571,76.7098212,30,primary_cat
KAYAKALP FIT,Fitness center,Sahibzada Ajit Singh Nagar,140308,Punjab,"Ground floor, Gate no. 2, Wave Estate, Sco C1, Sector 85, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 99885 79888,,,,False,['Fitness center'],ChIJdVDeapfpDzkRZcbAQ_BhsAQ,30.6637505,76.7090774,7,primary_cat
StrengthSkap,Fitness center,Sahibzada Ajit Singh Nagar,140308,Punjab,"Gate Number 2, C Block E, C5 Pocket, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 95922 32333,,4.9,85,False,"['Fitness center', 'Physical rehabilitation center', 'Gym', 'Pain management physician', 'Physical therapy clinic']",ChIJPR_wfVrpDzkRUBJXKdKlbHI,30.6638644,76.7092785,17,primary_cat
The Undisputed Club,Wellness center,Sahibzada Ajit Singh Nagar,140306,Punjab,"Wave Estate, Sector 85, Sahibzada Ajit Singh Nagar, Punjab 140306, India",,,,,False,['Wellness center'],ChIJG0mMYXXpDzkRNruiSFc2-qM,30.6636429,76.7105483,1,primary_cat
Fitness by Soma (Women Fitness Studio),Fitness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"2nd & 3rd Floor, Jubilee Junction, SCO 20, Sector 66, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 79739 29088,https://www.fitnessbysoma.com/,5,61,False,"['Fitness center', 'Gym', ""Women's personal trainer""]",ChIJo5TtD6vvDzkRHLDePQp-AoQ,30.6726764,76.7274443,50,primary_cat
Oxfit gym and spa,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"Scf-106, 107 & 108, Sector 78, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 99885 58960,http://www.instagram.com/oxfit_gym_mohali,4.7,214,False,['Gym'],ChIJUTEqMCfvDzkRMzp93gHA07I,30.6808905,76.7086736,52,primary_cat
Pilates Social Club,Pilates studio,Sahibzada Ajit Singh Nagar,160068,Punjab,"2nd floor, District One, SCO 23, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160068, India",+91 80909 09777,http://pilatessocialclub.in/,5,18,False,['Pilates studio'],ChIJNUSP9BzvDzkRJeESRD97DyY,30.6803717,76.7224819,27,primary_cat
D1 Spa And Wellness,Spa and health club,Sahibzada Ajit Singh Nagar,140306,Punjab,"2nd Floor, D1 SPA AND WELLNESS, ALC DISTRIC 1 MARKET, SCO 14, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 140306, India",+91 90415 41544,https://sites.google.com/view/d1-spa-and-wellness/home?authuser=0,5,33,False,['Spa and health club'],ChIJ94gbFMHvDzkRtDWT7p3XSNI,30.6798032,76.7220485,18,primary_cat
Fitness 7 Gym Chain,Fitness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"Gym Chain, Sco 4/5, near Army Law Institute Fitness 7, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 96462 08707,https://sonusingh.in/best-gym-in-sector-68-mohali/,4.9,230,False,"['Fitness center', 'Gym', 'Gymnastics club', 'Personal trainer', 'Physical fitness program', 'Pilates studio', 'Yoga studio']",ChIJsf5hPrfvDzkRcg7nRFYTFlM,30.6852238,76.721355,395,primary_cat
Arpana Yogashala,Yoga studio,Sahibzada Ajit Singh Nagar,140308,Punjab,"748, Sector 80, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 98181 59563,,5,51,False,['Yoga studio'],ChIJQbIUAyzvDzkRTD6Dy03cVtg,30.6733172,76.7163468,120,primary_cat
Shaptkon yog,Yoga studio,Sahibzada Ajit Singh Nagar,140308,Punjab,"Verka booth, Near, Sector 79, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 97800 00238,https://shaptkonyog.in/,5,9,False,['Yoga studio'],ChIJb_m9eALvDzkRt0wDweIJpww,30.6767629,76.7089701,1,primary_cat
"OZMO Slimming Studio Mohali – Personalised Gym, Yoga, Zumba, Diet Plans & Weight Loss Studio",Weight loss service,Sahibzada Ajit Singh Nagar,140306,Punjab,"sco 84, near hdfc bank, Sector 86, Sahibzada Ajit Singh Nagar, Punjab 140306, India",+91 99155 76363,http://www.ozmoslimmingstudio.com/,5,34,False,"['Weight loss service', 'Dietitian', 'Fitness center', 'Gym', 'Health consultant', 'Nutritionist', 'Pain control clinic', 'Personal trainer', 'Physical fitness program', 'Yoga studio']",ChIJSXEKuBLvDzkR5JS7AlGP0E0,30.668566,76.7020212,65,primary_cat
Mantra Sansaar,Yoga studio,Sahibzada Ajit Singh Nagar,160061,Punjab,"Mall back side, CP 67, Sector 67, Sahibzada Ajit Singh Nagar, Punjab 160061, India",+91 80545 27015,https://www.instagram.com/mantra_sansaar/,5,3,False,['Yoga studio'],ChIJOXSGvtLvDzkRQuk4ujfbiFA,30.6788688,76.7230948,3,primary_cat
Solid fitness gym,Fitness center,Sahibzada Ajit Singh Nagar,140308,Punjab,"Kharar - Landran Rd, Sector 77, Sector 79, Sahibzada Ajit Singh Nagar, Punjab 140308, India",,,4.7,216,False,['Fitness center'],ChIJiR98q2TvDzkRVrlYmnsQ7fA,30.678436,76.7082361,40,primary_cat
IISER Mohali Gym,Gym,Sahibzada Ajit Singh Nagar,140306,Punjab,"Sector 81, Sahibzada Ajit Singh Nagar, Punjab 140306, India",,http://www.iisermohali.ac.in/,4,24,False,['Gym'],ChIJkdgCAVTpDzkRmmQa7h_8VTA,30.6638669,76.7282133,10,primary_cat
Trident Gym,Fitness center,Sahibzada Ajit Singh Nagar,140308,Punjab,"2nd Floor, SCO No.30, Sector 79, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 88378 93292,https://www.instagram.com/trident_gym/?igshid=YTQwZjQ0NmI0OA==,4.9,148,False,['Fitness center'],ChIJLevhbszvDzkRzPM3EJCfaNc,30.6817598,76.7181821,52,primary_cat
Pro Ultimate Gyms - Wave Estate Mohali,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"Wave Estate, SCO 7-8-9-10, Sector 85, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 6284 849 266,https://www.proultimategyms.in/,4.9,391,False,['Gym'],ChIJORfPIFXpDzkRjunj08tJW-A,30.6668526,76.7031231,59,primary_cat
GetFitByKD,Personal trainer,Sahibzada Ajit Singh Nagar,140308,Punjab,"Wave Estate, Sector 85, Sahibzada Ajit Singh Nagar, Punjab 140308, India",,https://getfitbykd.urbanpro.com/,5,6,False,['Personal trainer'],ChIJsz8_ftTpDzkRf4wSawVZaFs,30.665107,76.7040617,0,primary_cat
ALPHA ZONE GYM,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"2ND FLOOR, MNB GROUP, SCO 16-17, Landran Rd, Sohana, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 97793 33155,https://alphazonegym.in/,4.8,94,False,['Gym'],ChIJRRUYHYnvDzkRCT85PGBQyIw,30.6910467,76.7093083,98,primary_cat
Octane Elite Fitness Gym,Fitness center,Sahibzada Ajit Singh Nagar,160071,Punjab,"Jublee walk, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",+91 90560 10909,,4.4,19,True,['Fitness center'],ChIJ8wokgi7vDzkRuLiKE_ztmkI,30.697067,76.7161265,2,primary_cat
Thirkan Lalit Kkala Kendraa | Dance Classes in Mohali,Fitness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"Basement, SCO 1, Main Market Rd, below Waycup Cafe, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 98551 12300,https://www.thirkanmohali.com/,4.9,134,False,"['Fitness center', 'Dance company', 'Educational institution', 'Dance school', 'Hip hop dance class', 'Performing arts group', 'Salsa classes', 'Yoga studio']",ChIJOzT34VbvDzkRJtM9zEokW_U,30.6853426,76.7213293,247,primary_cat
"Putt Punjab De Bhangra Academy, Mohali",Fitness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"City Park, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 95903 10001,https://rohitjaura.github.io/PuttPunjabDeScanResult/,4.9,32,False,"['Fitness center', 'Dance club', 'Dance school', 'Performing arts group']",ChIJ9Q4dfFbvDzkRBEWu8KKW3nA,30.6882223,76.7305773,14,primary_cat
Hands Wellness Services,Wellness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"2406, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 98781 25469,http://hands.life/,,,True,['Wellness center'],ChIJf1vpLRnsDzkRlj8Wk2SjAno,30.689602,76.7397189,2,primary_cat
Art of Living Meditation Centre,Wellness center,Sahibzada Ajit Singh Nagar,160062,Punjab,"House No : 914, Industrial Area Mohali Phase 9, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 98884 39044,https://www.artofliving.org/in-en/sahaj-samadhi,5,1,False,['Wellness center'],ChIJxzPro1DvDzkR2bc1L0kWcbE,30.6836658,76.7307663,1,primary_cat
The beat box dance & fitness studio,Dance school,Sahibzada Ajit Singh Nagar,160062,Punjab,"Gurukul World School, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 73470 63378,,5,22,False,"['Dance school', 'Dance company']",ChIJTfB6Fv3vDzkRzebCconI7Ls,30.6893082,76.715437,15,title_keyword
Armour Zone,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"36,37, SCO-35, Sector 88, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 98141 87268,,4.8,91,False,['Gym'],ChIJi5HrJc7vDzkRHdpqQwi_1-k,30.6807927,76.6920413,43,primary_cat
Kapil gym,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"Sohana, Sahibzada Ajit Singh Nagar, Punjab 140308, India",,,5,1,False,['Gym'],ChIJhZfO4_vvDzkR0vaNSgZJFTA,30.6881584,76.7062306,0,primary_cat
"PowerZone Gym, Sector 88",Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"Level 2, SCO 5-6-7, above Chai Churi, Sector 88, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 77107 72777,,4.9,56,False,['Gym'],ChIJHaM3qZDvDzkR9BY-xZEt5dI,30.6815736,76.6914099,17,primary_cat
Claps Fitness,Gym,Sahibzada Ajit Singh Nagar,140308,Punjab,"SCO 4-5-6-7-8, adjoining Gurudwara Singh Shaheedan, Sector 78, Sahibzada Ajit Singh Nagar, Punjab 140308, India",+91 82740 02121,http://www.clapsfitness.in/,4.1,349,False,['Gym'],ChIJR5SIJRzvDzkREi3YTEGZlP0,30.6886464,76.7125688,185,primary_cat
Chandan Bhatia,Fitness center,Chandigarh,160047,Chandigarh,"389/1, Sector 44 A, Sector 44, Chandigarh, 160047, India",,,,,False,"['Fitness center', 'Health consultant', 'Weight loss service', 'Wellness center']",ChIJFbdK5hPtDzkRWjAtAZAxJ1Q,30.7173803,76.757737,22,primary_cat
The Impirium Flex Gym,Gym,Sahibzada Ajit Singh Nagar,140307,Punjab,"Tdi city, Top Floor, South Extension 1, SCO 1107-1111, Sector 118, Sahibzada Ajit Singh Nagar, Punjab 140307, India",+91 98157 75333,https://www.theimpiriumflex.com/,3.8,16,False,['Gym'],ChIJYc3tR8XvDzkRvv5DA2S5GGU,30.7298862,76.6790715,20,primary_cat
The spiritual eye institute,Yoga studio,Sahibzada Ajit Singh Nagar,160055,Punjab,"Phase 1, tdi city, 692, Sector 117, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 96037 10751,https://thespiritualeyeinstitute.in/,5,16,False,"['Yoga studio', 'Alternative medicine practitioner', 'Gift shop', 'Health counselor', 'Holistic medicine practitioner', 'Wholesaler', 'Meditation center']",ChIJ2QGyS9zvDzkR65CDcGcFSR8,30.7261545,76.678275,42,primary_cat
THE WELLNESS QUEEN,Gym,Sahibzada Ajit Singh Nagar,160059,Punjab,"2nd & 3rd Floor, SCF-22, Phase 3B2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 70781 00017,https://www.thewellnesqueen.com/,5,11,False,"['Gym', 'Cafe', 'Yoga studio']",ChIJV1-2TQHvDzkRO_M5cBOWB-E,30.7127795,76.7184777,17,primary_cat
Max Home Fitness,Personal trainer,Sahibzada Ajit Singh Nagar,160059,Punjab,"SCO 2, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",,,4.6,348,False,['Personal trainer'],ChIJL4YmAbPvDzkRDhZmHdqRUig,30.7165195,76.716347,82,primary_cat
FITNESS MYANTRA,Fitness center,Sahibzada Ajit Singh Nagar,160055,Punjab,"³ top floor, SCO 84, Shahimajra Rd, phase 5, Sector 58, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 99159 23869,,4.8,36,False,['Fitness center'],ChIJNXktcuXvDzkRToEwFVRQEVw,30.7184777,76.7062829,23,primary_cat
Fitwiser - Simplifying Weight Loss,Weight loss service,Sahibzada Ajit Singh Nagar,160059,Punjab,"SCO 2, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 98150 80032,https://fitwiser.in/simplifying-weight-loss/,4.8,570,False,"['Weight loss service', 'Dietitian', 'Personal trainer', 'Physical fitness program']",ChIJAQAAwGHuDzkR553WsyYKlZI,30.7165195,76.716347,38,primary_cat
Mohali Wellness Studio,Fitness center,Sahibzada Ajit Singh Nagar,160059,Punjab,"495, Phase 3-A N Rd, Phase 3 A, Sector 53, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 79861 23366,,,,False,"['Fitness center', 'Health and beauty shop', 'Health counselor', 'Physical fitness program']",ChIJuSePqbnvDzkR2HqmPU0iSXM,30.7169253,76.7258059,1,primary_cat
VedSanjeevani Yogic Healing and Wellness Centre,Yoga studio,Sahibzada Ajit Singh Nagar,160055,Punjab,"236, Phase 2, Sector 54, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 96469 56539,,5,4,False,['Yoga studio'],ChIJH2elKG_vDzkRtZC05lKvep4,30.7236225,76.7234153,30,primary_cat
M AND A INNOVATIVES PVT.LTD.,Tour operator,Sahibzada Ajit Singh Nagar,160059,Punjab,"2nd & 3rd Floor, SCF-22, Phase 3B2, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",,https://www.m-ainnovatives.com/,5,2,False,"['Tour operator', 'Gym', 'Spa', 'Wellness center']",ChIJ8ZnVIivvDzkRgPCbLuNGxwk,30.7127801,76.7184772,3,secondary_cat
Taekwondo Association District SAS Nagar Mohali (R),Martial arts school,Sahibzada Ajit Singh Nagar,160055,Punjab,"C-4, Phase 1, Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 160055, India",,http://districttaekwondoassociationmohali.blogspot.com/,5,2,False,['Martial arts school'],ChIJtTXqUFTvDzkRxw1oF-3LhLA,30.7257623,76.7071842,0,title_keyword
The Dance Mafia,Fitness center,Sahibzada Ajit Singh Nagar,160059,Punjab,"SCF-68, 2nd Floor, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",+91 79735 39121,,4.9,57,False,"['Fitness center', 'Dance club', 'Dance hall', 'Dance school', 'Hip hop dance class', 'Physical fitness program', 'Salsa classes', 'Wedding store', 'Yoga studio']",ChIJVwr5cVbvDzkRvZUhkQUBODI,30.7148729,76.7174321,587,primary_cat
Mohali Taekwondo Academy,Martial arts school,Sahibzada Ajit Singh Nagar,160055,Punjab,"C-4, Phase 1, Industrial Area, Sector 57, Sahibzada Ajit Singh Nagar, Punjab 160055, India",,https://mohalitaekwondoacademy1.blogspot.com/,5,1,False,"['Martial arts school', 'Karate club', 'Martial arts club', 'Taekwondo school']",ChIJy1X8SX_vDzkR7Zz1P4rrhpY,30.7259661,76.7069551,60,title_keyword
Swasth Home,Wellness center,Sahibzada Ajit Singh Nagar,160055,Punjab,"129, Sector 55, Phase 1, Sector 55, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 81468 99973,,,,False,['Wellness center'],ChIJpbfISZ_vDzkRMqHTluAbgoI,30.7247824,76.7193032,2,primary_cat
Punjab Taekwondo Association,Fitness center,Sahibzada Ajit Singh Nagar,160055,Punjab,"C-4, Industrial Area, near Chandigarh, Phase 1, Sector 57, Sahibzada Ajit Singh Nagar, Punjab 160055, India",+91 99886 63350,http://www.punjabtaekwondoassociationpta.blogspot.com/,4.9,28,False,"['Fitness center', 'Charter school', 'Taekwondo school', 'Karate school', 'Martial arts club', 'Martial arts school', 'Meditation center', 'Self defense school', 'Sports club', 'Training center']",ChIJX_WxEUPuDzkRzEMVYUW7vxM,30.725537,76.7066068,454,primary_cat
