title,category,city,postal,state,address,phone,website,rating,reviews,claimed,categories,placeId,lat,lng,imagesCount,_reason
TRI-CITY FITNESS GYM,Gym,Chandigarh,160019,Chandigarh,"SCO 25, Block C, Sector 27, Chandigarh, 160019, India",+91 98721 13831,,5,123,False,['Gym'],ChIJcfclgxftDzkR2PvyN-q_VAo,30.7212537,76.7996713,43,primary_cat
Instayog Salsa bachata kizomba zumba yoga classes,Salsa classes,Chandigarh,160022,Chandigarh,"sco 288, Market 35 D, Sector 35D, Sector 35, Chandigarh, 160022, India",,https://www.instayog.com/,5,10,True,['Salsa classes'],ChIJMbNXXmHtDzkRZg4quAXxVcQ,30.7267595,76.7579384,3,title_keyword
Shashvat Ayurveda Clinic and Panchkarma Centre Chandigarh,Yoga studio,Chandigarh,160036,Chandigarh,"SCO-326, 40D, Sector 40D, Chandigarh, 160036, India",+91 90560 44427,https://shashvatayurveda.com/,4.8,19,False,"['Yoga studio', 'Hospital', 'Medical clinic', 'Meditation center', 'Physical therapist', 'Physical therapy clinic', 'Yoga retreat center', 'Ayurvedic clinic']",ChIJY9lJhH7vDzkRmA93Ev6tRvI,30.739344,76.7314121,32,primary_cat
Patanjali Chikitsalaya Sector 45 Chandigarh,Yoga studio,Chandigarh,160047,Chandigarh,"SCO 47, Circular Road Burail, Burail, Ekta Market, Sector 45C, Sector 45, Chandigarh, 160047, India",+91 94170 59821,,3.6,26,False,"['Yoga studio', 'Health food store', 'Herbal medicine store', 'Indian grocery store', 'Health and beauty shop']",ChIJ4RaL5EfsDzkRgmldcKrJ-Wg,30.7064297,76.7577903,23,primary_cat
Advait Yog Siddhant,Yoga instructor,,,,,+91 88941 98130,http://www.advaityogsiddhant.com/,4.9,81,False,"['Yoga instructor', 'Service establishment']",ChIJcS5gb5ftDzkRsVZ-cL19F_w,30.7322804,76.7707136,44,primary_cat
Maharishi Yoga Health Foundation,Yoga studio,Chandigarh,160022,Chandigarh,"Ground Floor, Sco 128-129, Sector 34A, Sector 34, Chandigarh, 160022, India",+91 98884 66604,https://maharishiyoga.in/,4.8,49,False,"['Yoga studio', 'Dance club', 'Meditation instructor', 'Physical fitness program', 'Training center', 'Yoga instructor']",ChIJSyUuvePtDzkRBS5dY_KoY8k,30.7220741,76.7689245,112,primary_cat
The Happy Stretch,Yoga studio,Chandigarh,160020,Chandigarh,"HDFC Bank, SCO 9, 2nd Floor, Inner Market, Landmark:, Sector 20D, Sector 20, Chandigarh 160020, India",+91 78886 54917,,4.8,81,False,"['Yoga studio', 'Fitness center']",ChIJpUIgItbtDzkRMl6G1sOlfi8,30.7223265,76.7792857,335,primary_cat
Prime Yoga Studio,Yoga studio,Chandigarh,160047,Chandigarh,"SCO-364, Sector 32D, Sector 32, Chandigarh, 160047, India",+91 98141 90365,,4.9,17,False,"['Yoga studio', 'Aerobics instructor']",ChIJqTzA2ebtDzkRcOTvFm7_KyE,30.709462,76.773102,32,primary_cat
"Aarogya Yoga | Meditation, Yoga, and Wellness Studio",Yoga studio,Chandigarh,160043,Chandigarh,"House, Number 10C, Army Flats, C-10, near Gurudwara, Sector 44 A, 44B, Sector 44, Chandigarh, 160043, India",+91 94784 23792,https://www.aarogyayoga.com/,5,58,False,['Yoga studio'],ChIJG8mO4QntDzkRg5Jp3omSr4U,30.7138445,76.7533893,10,primary_cat
Sansar Yoga Studio,Yoga instructor,Chandigarh,160002,Chandigarh,"Prachin Khera Shiv Mandir, Sector 28 D, Sector 28, Chandigarh, 160002, India",,,5,70,False,['Yoga instructor'],ChIJg5od5lrtDzkRK2Uzj8Ir2xc,30.7138984,76.7983994,2,primary_cat
Krishnamacharya Ashtanga Viniyoga,Yoga studio,Chandigarh,160020,Chandigarh,"279, Sector 33 Market Rd, 33A, Sector 33, Chandigarh, 160020, India",+91 78892 81286,http://www.kavyoga.com/,5,78,False,['Yoga studio'],ChIJHbXTPyPtDzkR7_XF0IED_gQ,30.7185482,76.7727794,88,primary_cat
The Kings Academy of Martial Arts,Gym,Chandigarh,160020,Chandigarh,"SCO 29, Top Floor, Near Landmark Hospital, Sector 33 D, opp. Terrace Garden, Chandigarh, 160020, India",+91 97800 55644,https://mmagymchd.com/,4.9,227,False,"['Gym', 'Boxing gym', 'Fitness center', 'Martial arts club', 'Jujitsu school', 'Kickboxing school', 'Muay Thai boxing gym', 'Personal trainer', 'Self defense school', 'Weight loss service']",ChIJP6J_BlLsDzkR7Mn4vbvsZdA,30.7134814,76.7693901,226,primary_cat
Yoga & Fitness Classes,Yoga studio,Chandigarh,160030,Chandigarh,"Sector 31 A, 12wing AFFWA, Sanchita, Chandigarh, 160030, India",+91 80909 94845,https://www.instagram.com/yogacoachsushmita?igsh=bjVhcTJsODZqamhl,4.9,25,False,['Yoga studio'],ChIJB2GBNwDtDzkRbjnKF8PSqq0,30.7048755,76.7808593,45,primary_cat
Fitness Fuel,Fitness center,Chandigarh,160034,Chandigarh,"SCO 334, Sector 34A, Sector 34, Chandigarh, 160034, India",+91 87279 41012,,,,False,['Fitness center'],ChIJYS7YUu7tDzkRT1eo6OPqMB8,30.7220382,76.7666352,1,primary_cat
BTF Gym Chandigarh,Gym,Chandigarh,160022,Chandigarh,"SCO 1076-1077, Sector 22B, Sector 22, Chandigarh, 160022, India",+91 77195 60422,https://boxtofit.in/,4.7,35,False,"['Gym', 'Boxing club', 'Fitness center', 'Personal trainer']",ChIJl3jFCWjtDzkRlIl38MTNA0U,30.7329693,76.7781255,36,primary_cat
Focus Fitness by Neha,Fitness center,Chandigarh,160020,Chandigarh,"House # 604, First Floor, Sector 33B, Chandigarh, 160020, India",+91 99147 07819,,5,65,False,"['Fitness center', 'Nutritionist', 'Physical fitness program']",ChIJIdE5S6jtDzkRmiVx-cgsWO0,30.7127355,76.7736961,50,primary_cat
Octane Fitness sector 15,Gym,Chandigarh,160015,Chandigarh,"Sco 70-71, 15D, Sector 15, Chandigarh, 160015, India",+91 99159 40115,,4.5,546,False,"['Gym', 'Fitness center']",ChIJ75UQrAbtDzkRMAX4iMq5DDg,30.7541355,76.7702378,46,primary_cat
Gym13 Sector 22,Gym,Chandigarh,160022,Chandigarh,"SCO 1106 -7 Top Floor, above Toy Mart, Sector 22B, Chandigarh, 160022, India",+91 98572 90013,http://www.gym13.in/,4.6,222,False,['Gym'],ChIJ_5Sml5_tDzkRE3XoahPCqbk,30.7317951,76.7763884,62,primary_cat
gym,Gym,Chandigarh,160022,Chandigarh,"SCO 165-167, Sector 34A, Sector 34, Chandigarh, 160022, India",,,,,False,['Gym'],ChIJpTQjBS3tDzkRW4MJAanR3wk,30.723306,76.7661137,0,primary_cat
Freedom2dance Studio,Dance school,Chandigarh,160030,Chandigarh,"TOP FLOOR, SCO - 291, Sector 32D, Sector 32, Chandigarh, 160030, India",+91 80541 73711,https://www.facebook.com/expresstovipul/,5,278,False,"['Dance school', 'Fitness center']",ChIJh7hYSVfsDzkRSUN3ITLyA9k,30.7089985,76.7743254,81,secondary_cat
yoga at home,Yoga instructor,Chandigarh,160020,Chandigarh,"A, 20c, 20C, Sector 20, Chandigarh, 160020, India",+91 98761 37506,,5,49,False,['Yoga instructor'],ChIJQ6CiWwDtDzkRSFDDG_qapiA,30.718792,76.782192,11,primary_cat
Divine Yoga Centre,Yoga studio,Chandigarh,160047,Chandigarh,"449, Shanti Path, Sector 46A, Sector 46, Chandigarh, 160047, India",+91 90232 92908,https://sites.google.com/view/divineyoganeelima/home,5,24,False,['Yoga studio'],ChIJXVqCt3LtDzkRzATOMkjJmfM,30.705327,76.768957,1,primary_cat
Secret Gym Society,Fitness center,Chandigarh,160015,Chandigarh,"Number 1170, 2nd Floor, Sector 15 B, House, Chandigarh, 160015, India",+91 62394 22232,https://secretgymsociety.com/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcAPIGThleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaciHFr5emF2OPlXkGtyn7T1MVRoKmM31U7A6AEILWziYW-PKM00t1lLS4KWSQ_aem_AJNBC3_mDHJEkCIIw16pnA,5,9,False,"['Fitness center', 'Gym']",ChIJW_vL6mPtDzkR6zR-RORkWYM,30.7513614,76.7762419,21,primary_cat
Fire Gym,Gym,Chandigarh,160021,Chandigarh,"2nd Floor, Sco 38, Sector 21C, Market, Chandigarh, 160021, India",+91 99881 00075,,4.9,278,False,['Gym'],ChIJCw7DnantDzkR9qxgMpnvaFg,30.7259929,76.7770067,437,primary_cat
Bolt Gym and Spa - Best Gym in Chandigarh,Fitness center,Chandigarh,160022,Chandigarh,"SCO 2465-66, First & Second Floor, Sector 22C, Chandigarh, 160022, India",+91 172 506 0070,,4.2,458,False,['Fitness center'],ChIJpQcCVqTtDzkRZaUttlqmy_g,30.727617,76.7696912,141,primary_cat
Elite Edge Gym and Spa,Fitness center,Chandigarh,160022,Chandigarh,"4th Floor, Sector 34A, Sector 34, Chandigarh, 160022, India",+91 99883 83434,https://eliteedgegyms.com/,4.5,302,False,['Fitness center'],ChIJKbI3MALtDzkRESWBBAC6tg8,30.7233761,76.7676464,257,primary_cat
BINATE GYM,Gym,Chandigarh,160022,Chandigarh,"FIRST & SECOND FLOOR, SCO 1104-1105, Sector 22B, Sector 22, Chandigarh, 160022, India",+91 62399 51528,,5,107,False,['Gym'],ChIJmxkjon7tDzkREHimNsLPWyc,30.7318471,76.7764857,76,primary_cat
Body Scapes,Gym,Chandigarh,160022,Chandigarh,"SCO 100-101, 4th Floor, Magnam Towers, 160022, Sector 34A, Sector 34, Chandigarh, 160022, India",+91 172 264 5820,https://www.facebook.com/Bodyscapes-the-fitness-temple-1418251118386548/,4.7,653,False,['Gym'],ChIJVVVVFbPtDzkR6kRcPXz90Jo,30.7228085,76.7680584,74,primary_cat
Adhere To Fit - Professional personal trainer in chandigarh,Personal trainer,Chandigarh,160017,Chandigarh,"Sector 17A, Sector 17, Chandigarh, 160017, India",+91 98766 12001,https://adheretofit.com/,5,56,False,['Personal trainer'],ChIJD9ybV6vzDzkRbyZYStnGBC0,30.7399713,76.7828756,103,primary_cat
POWER LIFT GYM,Gym,Chandigarh,160047,Chandigarh,"SCO 1791, 2nd and 3rd Floor, opposite Dev Samaj College, Sector 45, Chandigarh, 160047, India",+91 79732 57499,,4.7,66,False,['Gym'],ChIJzW8UjlvtDzkRSG4k4KJ6y6o,30.7063447,76.7637858,52,primary_cat
Amshi Fitness,Fitness center,Chandigarh,160015,Chandigarh,"House Number 1170, 2nd Floor, B, 15B, Sector 15, Chandigarh, 160015, India",+91 98767 25092,https://amshi.fit/,5,22,False,['Fitness center'],ChIJHY1f5ZztDzkRFZtdo_ufbw0,30.7513603,76.7762424,47,primary_cat
DYFC Dharamvir yoga fitness classes,Personal trainer,Chandigarh,160020,Chandigarh,"TOP FLOOR, 241, Sector 20A, 20A, Sector 20, Chandigarh, 160020, India",+91 97806 07035,,5,40,False,['Personal trainer'],ChIJNfYP1eDsDzkRHYIlcuMIcrc,30.7226511,76.7816997,141,primary_cat
Yog Divya Mandir Eva Chikitsalay,Fitness center,Chandigarh,160030,Chandigarh,"Sukhna Path, Sector 30A, Sector 19C, Sector 19, Chandigarh, 160030, India",+91 172 265 7611,http://www.syaat.org/,4.6,63,False,['Fitness center'],ChIJ5bkFfP7sDzkRY25AJZqsVLE,30.7179239,76.78512,21,primary_cat
Átma Vṛtta,Yoga studio,Chandigarh,160022,Chandigarh,"ground floor, 1128, Sector 34C, Chandigarh, 160022, India",+91 97799 88840,,5,2,False,['Yoga studio'],ChIJu_WP0E7tDzkRtmxf5MMyrF4,30.7167581,76.7668608,4,primary_cat
"The Pilates Studio , Chandigarh",Pilates studio,Chandigarh,160017,Chandigarh,"S.C.O. Number 45, 46-47, Sector 17A, Chandigarh, 160017, India",+91 70094 61035,http://www.pilatesaltitude.com/,4.8,30,False,['Pilates studio'],ChIJ42RKDxrtDzkR03mMiGNqF-Y,30.7437061,76.7844812,8,primary_cat
Shri Jainath Yog,Yoga studio,Chandigarh,160023,Chandigarh,"Sector 23A, Sector 23, Chandigarh, 160023, India",+91 88501 32544,https://www.instagram.com/shrijainath_yog?igsh=MThobGp4aXpxeXgwNg==,5,1,False,['Yoga studio'],ChIJAQBKCNXtDzkRxPp3dea3X4Y,30.7424283,76.766835,13,primary_cat
FITNESS POINT - Your dream body destination,Gym,Chandigarh,160022,Chandigarh,"Top Floor, S.C.O. 45, Sector 21C, Sector 21, Chandigarh, 160022, India",+91 94171 11272,,4.2,68,False,['Gym'],ChIJNbW1dantDzkRkecraZxNO28,30.7262495,76.7768101,26,primary_cat
The Little Gym of Chandigarh,Gym,Chandigarh,160017,Chandigarh,"Top Floor, SCO 131-132, Shopping Plaza, 17C, Sector 17, Chandigarh, 160017, India",+91 81466 69894,http://www.thelittlegym.in/,4.9,31,False,['Gym'],ChIJtxKRFwDtDzkROhy6FatWzhc,30.7386387,76.7845314,21,primary_cat
Aman Kaushik | The Personal Fitness Trainer,Personal trainer,"Panchkula, Chandigarh",160036,Chandigarh,"Sector 41A, Sector 41, Panchkula, Chandigarh, 160036, India",+91 62801 16134,,5,102,False,['Personal trainer'],ChIJp9v3LeHtDzkRkFCjIyk-s6c,30.7340589,76.7391363,4,primary_cat
Gaurav Chanana Premium Personal Training,Personal trainer,Chandigarh,160043,Chandigarh,"House No 165, Sector 44 A, Sector 44, Chandigarh, 160043, India",+91 98143 01889,,4.9,194,False,"['Personal trainer', 'Coaching center', 'Weight loss service', 'Wellness program']",ChIJ23hoBZ6UDzkRFl6M-OlNYQ8,30.718331,76.756695,0,primary_cat
Weight Lose Trainer,Physical fitness program,Chandigarh,160036,Chandigarh,"Fragrance Garden Rd, Sector 36-D, Sector 36, Chandigarh, 160036, India",+91 70097 15459,,5,10,False,"['Physical fitness program', 'Personal trainer']",ChIJz8sFRZLtDzkRuA8eQhnDnpo,30.7324224,76.7584501,3,primary_cat
Dc Rana personal trainer,Personal trainer,Chandigarh,160020,Chandigarh,"Sector 20D, Sector 20, Chandigarh, 160020, India",+91 99147 42573,https://www.instagram.com/dcranacoaching?igsh=MWQwOXd0MnZkeGtjMA%3D%3D&utm_source=qr,5,28,False,['Personal trainer'],ChIJCVAF0s7tDzkRkJS0Loq0r-g,30.7213417,76.7812596,53,primary_cat
Yoga Classes in Chandigarh Personal Trainer,Yoga studio,Chandigarh,160009,Chandigarh,"House no, 44 44, Sector 9A, Sector 9, Sector 22, Chandigarh, 160009, India",+91 79883 54495,https://yogaclassesinchandigarh.com/,5,13,False,"['Yoga studio', 'Yoga instructor']",ChIJJZUptTPtDzkRmbJLHvQcNVE,30.7369084,76.7695982,25,primary_cat
Apna Yoga By Navneet Kaur Dhillon,Yoga studio,Chandigarh,160011,Chandigarh,"YMCA, Sector 11, Chandigarh, 160011, India",+91 98888 79991,,5,6,False,"['Yoga studio', 'Yoga retreat center']",ChIJ24snxzHtDzkRree_E2rrY2E,30.756775,76.785022,10,primary_cat
Yog manan,Yoga studio,Chandigarh,160020,Chandigarh,"Gugga madi mandir, 20C, Sector 20, Chandigarh, 160020, India",+91 99113 04836,,5,3,False,['Yoga studio'],ChIJK3Y7l5rtDzkROgSbkVVJc3w,30.7207026,76.7814034,12,primary_cat
Chandigarh Yoga classes,Community health center,Chandigarh,160030,Chandigarh,"PQ5F+QPQ, 32A, Sector 32, Chandigarh, 160030, India",,,,,True,['Community health center'],ChIJg1_xSwDtDzkR_NnbBxeYThk,30.709472,76.7743709,11,title_keyword
Yashu Fitness Energy Trainer,Personal trainer,Chandigarh,160020,Chandigarh,"Sector 20D, Sector 20, Chandigarh, 160020, India",+91 98124 44484,,5,4,False,['Personal trainer'],ChIJU-0thtvtDzkRPgp66BBnuCM,30.7213417,76.7812596,13,primary_cat
Fit90 Transformation - Personal Trainer In Chandigarh | Personal Trainer At home In Chandigarh,Personal trainer,Chandigarh,160022,Chandigarh,"1450, 35B, Sector 35, Chandigarh, 160022, India",+91 99888 87595,,4.4,14,False,"['Personal trainer', 'Massage spa', 'Meditation instructor', 'Nutritionist', 'Weight loss service', 'Yoga instructor']",ChIJBwAAELHtDzkRBWSeLqUHMhg,30.7248558,76.7646396,6,primary_cat
Fitness Physique First,Personal trainer,,,,,+91 98779 23728,https://followmysite.com/fitness,5,47,False,"['Personal trainer', 'Dietitian', 'Service establishment', 'Nutritionist', ""Women's personal trainer""]",ChIJbe3Yuqd1Tg4Rgtyj6yuqh9g,30.6956431,76.7694555,46,primary_cat
Raghav Fitness Expert,Personal trainer,,,,,+91 98774 12626,,5,10,False,"['Personal trainer', 'Service establishment']",ChIJ2x-59Tc_QAMRNjumjLYIA_o,30.729676,76.7733048,0,primary_cat
Sahil Netzach | EREPS Level-4 Certified Personal Trainer & Nutritionist in Chandigarh,Personal trainer,,,,,+91 89683 19611,,5,19,False,"['Personal trainer', 'Service establishment', 'Nutritionist']",ChIJA7r8gSztDzkRQC2lLue38g8,30.714269,76.7441818,4,primary_cat
Abhi Home Fitness,Personal trainer,,,,,+91 70114 11501,,,,False,"['Personal trainer', 'Service establishment']",ChIJBQ6Npc7Wh48RF7Z0sFGhC5M,30.7322804,76.7707136,19,primary_cat
Team GR - Personal fitness training,Personal trainer,,,,,+91 97797 11137,,,,False,"['Personal trainer', 'Service establishment']",ChIJ_19Y2u2_8AkRv2bGOaa291Y,30.7176821,76.7733048,7,primary_cat
"Tutor and You (Best Fitness and Yoga Trainers | Personal Trainers in Chandigarh, Mohali, Panchkula)",Personal trainer,,,,,+91 98153 03979,https://tutorandyou.com/,,,False,"['Personal trainer', 'Service establishment']",ChIJ6bsq2L00ICARnKtnPN16mQo,30.7176821,76.7733048,0,primary_cat
Yog Cafe,Yoga studio,Chandigarh,160015,Chandigarh,"House no 242, Shringaar, Opp Punajb Kala Bhawan, Near Rose Garden, Sector16-A, Chandigarh 160015, India",,http://www.kavalyoga.com/,5,42,False,['Yoga studio'],ChIJqZ6TvG3tDzkRe2ldKq_dNSE,30.7481742,76.7815415,35,primary_cat
sudharmastudio,Yoga studio,Chandigarh,160015,Chandigarh,"House No 595, 595, Sector 16 D, Sector 16, Chandigarh, 160015, India",,,4.1,45,False,"['Yoga studio', 'Homestay']",ChIJ2a-Owv7tDzkRUBdwuYKzzCs,30.7435191,76.7716615,31,primary_cat
Anytime Fitness,Gym,Chandigarh,160017,Chandigarh,"Sco No 98 to 100, 3rd Floor, 17D, Chandigarh, 160017, India",+91 98514 00048,https://www.anytimefitness.com/en-in/locations/chandigarh-chandigarh-in-1058,4.3,844,False,"['Gym', 'Fitness center']",ChIJrXp4KFDtDzkRu9LVK2l3JkM,30.7411606,76.7811243,284,primary_cat
Prakritik Chikitsa And Jeevan Kendra,Yoga studio,Chandigarh,160015,Chandigarh,"Gandhi Smarak Bhawan, Sector 16 A, Sector 16, Chandigarh, 160015, India",+91 172 277 0976,http://www.centralgandhismaraknidhi.org/,,,True,"['Yoga studio', 'Naturopathic practitioner']",ChIJNSs8IpztDzkRdoA3t3fA2L0,30.7479733,76.7755994,7,primary_cat
Healing Hands Chiro & Wellness Clinic,Yoga studio,Chandigarh,160022,Chandigarh,"ground, 1128, Sector 34C, Chandigarh, 160022, India",+91 83606 84694,https://www.healinghandschiroandwellnessclinic.com/,4.8,239,False,"['Yoga studio', 'Holistic medicine practitioner', 'Nutritionist', 'Physical therapy clinic', 'Chiropractor']",ChIJ_fgJXY3uDzkR7m5iBXtcr4Q,30.7167407,76.7668688,58,primary_cat
Yogastudio.fit,Yoga instructor,Chandigarh,160020,Chandigarh,"house no 3111, Sector 20D, Sector 20, Chandigarh, 160020, India",+91 91157 57474,,,,False,['Yoga instructor'],ChIJWbelGHztDzkR_92tN4eBQqE,30.7202641,76.7776536,3,primary_cat
Yogis Club,Fitness center,Chandigarh,160020,Chandigarh,"1288, Top Floor, Sector 33C, Sector 33, Chandigarh, 160020, India",+91 79736 10977,,4.9,93,False,['Fitness center'],ChIJVQqN2f7tDzkResHQJ7j0vZI,30.7111899,76.7688434,23,primary_cat
Gsky fitness,Gym,Chandigarh,160002,Chandigarh,"A , 2nd floor, 2, 406, Industrial Area Phase II, Chandigarh, 160002, India",,,4.9,64,False,['Gym'],ChIJJ1nTIG3tDzkR5GCJJ_d8IfM,30.6976271,76.782994,29,primary_cat
RM Studio,Fitness center,Chandigarh,160047,Chandigarh,"first floor, Sco no 51, near Punjab national bank, Sector 47C, 47C, Sector 47, Chandigarh, 160047, India",+91 83600 24287,https://www.instagram.com/robin.manothia?igsh=OG96cGQ4N3YzOHQw&utm_source=qr,5,96,False,"['Fitness center', 'Dance school']",ChIJm26t26ztDzkRmbe-MgAyE7I,30.6948827,76.7701949,63,primary_cat
Pro Ultimate Gyms - Sec 46 Chandigarh,Gym,Chandigarh,160047,Chandigarh,"SCO 65,66,67,68 , TOP FLOOR, Sector 46C, Sector 46, Chandigarh, 160047, India",+91 93567 04646,http://www.proultimategyms.in/,4.7,1359,False,"['Gym', 'Fitness center', 'Health spa', 'Spa and health club']",ChIJo_ZzCkPsDzkRIhhbzi7b7tU,30.6998852,76.7655639,114,primary_cat
Urban Dance Studio : Dance & Fitness Classes |Weeding Choreoghraphy.,Hip hop dance class,Chandigarh,160003,Chandigarh,"221 B, near lalan wala peer, Behlana, Chandigarh, 160003, India",+91 81461 26027,,5,1,False,['Hip hop dance class'],ChIJiZVmONztDzkRn2hgAUkgahA,30.6789767,76.8001314,8,title_keyword
Sonu Fitness Club,Gym,Chandigarh,160102,Chandigarh,"MAULI JAGRAN, Shop No #11 2nd floor Mauli pind main road, Mouli Pind Rd, near New govt school, Vikas Nagar, Chandigarh, 160102, India",+91 76962 53794,,4.3,3,False,['Gym'],ChIJnyI47mrtDzkR7_LJ8HOFHTk,30.6937219,76.8254959,11,primary_cat
Level Up Dance & Fitness Academy,Music store,Zirakpur,140604,Punjab,"Shop No 26, Harmilap Nagar, Phase 2, Baltana, Zirakpur, Punjab 140604, India",+91 82645 86961,,5,2,True,['Music store'],ChIJkcuQparsDzkRAAAAMBZNgTo,30.6798085,76.8252718,1,title_keyword
Dev Narayan sports,Fitness center,Chandigarh,160002,Chandigarh,"813, Industrial Area Phase II, Chandigarh, 160002, India",+91 99880 15779,,5,23,False,"['Fitness center', 'Fiber optic products supplier', 'Fiberglass supplier', 'Flooring contractor', 'Office furniture store', 'Shelter', 'Sheltered housing', 'Sports club', 'Sportswear store']",ChIJLflrQIjtDzkRF79W9teGQ2g,30.6948232,76.7800651,239,primary_cat
The Chhavi Dance N Fitness Studio,Dance school,Chandigarh,160047,Chandigarh,"Labour Bureau Society, Block A, Sector 49, Chandigarh, 160047, India",+91 94634 13993,,5,2,False,['Dance school'],ChIJ1zMLsGztDzkR1kjuhNmj0QQ,30.6965074,76.7550182,1,title_keyword
HAPPINESS CLUB,Wellness center,Chandigarh,160002,Chandigarh,"SHOP, Deep Complex, Hallo Majra, Chandigarh, 160002, India",+91 88999 28971,,,,False,['Wellness center'],ChIJh4G1wB7tDzkRjFJpdJ0nNis,30.6898365,76.7966191,3,primary_cat
Yoga With Pooja Kohli,Yoga studio,Chandigarh,160047,Chandigarh,"Flat No -1275, SILVERTONE SOCIETY, Sector 48B, Sector 48, Chandigarh, 160047, India",+91 92164 50506,https://www.instagram.com/yogawithpoojakohli,5,30,False,['Yoga studio'],ChIJM6XTwsXtDzkRCymakMIyLDo,30.6875586,76.7630267,22,primary_cat
Art of Living Yoga and Meditation Center(Happiness Program),Yoga studio,Sahibzada Ajit Singh Nagar,160062,Punjab,"Chandigarh Housing Board Flats, Phase 9, sector 63, Sahibzada Ajit Singh Nagar, Punjab 160062, India",+91 80545 00840,https://www.artofliving.org/in-en,5,126,False,"['Yoga studio', 'Meditation center', 'Wellness program']",ChIJ3TzznUXtDzkRD513rC-Sr0Y,30.6926863,76.7426489,23,primary_cat
Saraswati Yogpeeth,Yoga studio,Chandigarh,160047,Chandigarh,"S.C.O 69 Top floor, Sector 46C, Sector 46, Chandigarh, 160047, India",+91 94576 46566,,4.9,89,False,"['Yoga studio', 'Ayurvedic clinic', 'Meditation center']",ChIJZ2V5xIx5BTkRRL68MfQIfB0,30.7000829,76.7653439,856,primary_cat
Aarogya Sadan,Yoga studio,Chandigarh,160047,Chandigarh,"3175, Paradise Enclave, Sukhna Path, Sector 50D, Sector 50, Chandigarh, 160047, India",+91 98883 38575,http://www.aarogyasadan.com/,4.8,78,False,"['Yoga studio', 'Meditation instructor', 'Pilates studio', 'Yoga instructor', 'Yoga retreat center']",ChIJJVNc4j7sDzkRmIK8Kk0-JMk,30.700519,76.7460616,113,primary_cat
FOX CROSSFIT,Gym,Chandigarh,160047,Chandigarh,"Sector 46C, Sector 46, Chandigarh, 160047, India",+91 99159 82250,,5,1,False,['Gym'],ChIJDaxqUuvtDzkRwfqPpco2RCM,30.6978945,76.7626285,9,primary_cat
a fitness book,Gym,Chandigarh,160014,Chandigarh,"2nd floor, GTB Complex, above HDFC ATM, Dhanas, Chandigarh, 160014, India",+91 73473 43534,,4.9,183,False,['Gym'],ChIJKyvj5BrzDzkRg95tngHLDLY,30.7675845,76.7525017,50,primary_cat
Pulse Fitness,Gym,Chandigarh,160014,Chandigarh,"QQ93+26C, above Andhra Bank, Mahaveer Market, Dhanas, Chandigarh, 160014, India",+91 99881 18251,,4.1,97,False,['Gym'],ChIJHaWmWjXzDzkR0Md2rUskCZw,30.7676639,76.7529391,46,primary_cat
Muscle Pro-fit Fitness & Gym,Fitness center,Chandigarh,160014,Chandigarh,"Sector 14 West, HBC, Dhanas, Chandigarh, 160014, India",,https://muscleprofit.com/,,,False,['Fitness center'],ChIJNz3JrlHzDzkR7LEpgpUGMr8,30.7623919,76.7484206,1,primary_cat
Elite Fitness Hub,Gym,"Chandigarh, New Chandigarh",140901,Punjab,"DLF Mullanpur, Chandigarh, New Chandigarh, Punjab 140901, India",+91 62803 59062,,4,2,False,['Gym'],ChIJFQbPJezzDzkRMF_9W_QUaWA,30.7867856,76.7546039,0,primary_cat
